file_path,benchmark_name,num_qubits,MQTPredictor_fidelity_time,MQTPredictor_fidelity_fidelity,MQTPredictor_fidelity_critical_depth,MQTPredictor_critical_depth_time,MQTPredictor_critical_depth_fidelity,MQTPredictor_critical_depth_critical_depth,qiskit_ibm_washington_time,qiskit_ibm_washington_fidelity,qiskit_ibm_washington_critical_depth,qiskit_ibm_montreal_time,qiskit_ibm_montreal_fidelity,qiskit_ibm_montreal_critical_depth,qiskit_oqc_lucy_time,qiskit_oqc_lucy_fidelity,qiskit_oqc_lucy_critical_depth,qiskit_rigetti_aspen_m2_time,qiskit_rigetti_aspen_m2_fidelity,qiskit_rigetti_aspen_m2_critical_depth,qiskit_ionq_harmony_time,qiskit_ionq_harmony_fidelity,qiskit_ionq_harmony_critical_depth,qiskit_ionq_aria1_time,qiskit_ionq_aria1_fidelity,qiskit_ionq_aria1_critical_depth,qiskit_quantinuum_h2_time,qiskit_quantinuum_h2_fidelity,qiskit_quantinuum_h2_critical_depth,tket_ibm_washington_time,tket_ibm_washington_fidelity,tket_ibm_washington_critical_depth,tket_ibm_montreal_time,tket_ibm_montreal_fidelity,tket_ibm_montreal_critical_depth,tket_oqc_lucy_time,tket_oqc_lucy_fidelity,tket_oqc_lucy_critical_depth,tket_rigetti_aspen_m2_time,tket_rigetti_aspen_m2_fidelity,tket_rigetti_aspen_m2_critical_depth,tket_ionq_harmony_time,tket_ionq_harmony_fidelity,tket_ionq_harmony_critical_depth,tket_ionq_aria1_time,tket_ionq_aria1_fidelity,tket_ionq_aria1_critical_depth,tket_quantinuum_h2_time,tket_quantinuum_h2_fidelity,tket_quantinuum_h2_critical_depth
qft_indep_tket_30,qft,30,-1,7.32e-08,0.8689655172,-1,2.685e-07,0.8721311475,10.163879871368408,0.0,0.7536873156,-1,-1,-1,-1,-1,-1,15.569725036621094,0.0,0.7362804878,-1,-1,-1,-1,-1,-1,96.17249417304993,0.0093714599,0.8721311475,18.623905897140503,0.0,0.7610136452,-1,-1,-1,-1,-1,-1,19.9651141166687,0.0,0.7008230453,-1,-1,-1,-1,-1,-1,15.347250938415527,0.0004554815,0.8689655172
graphstate_indep_tket_5,graphstate,5,-1,0.9340574734,0.2,-1,0.3953016634,0.35,0.04952383041381836,0.8659540043,0.2222222222,0.032981157302856445,0.8559588089,0.0909090909,9.377496242523193,0.2038313117,0.2857142857,1.0296299457550049,0.0496662238,0.125,5.198926210403442,0.8077608835,0.2,19.12441396713257,0.950265493,0.2,8.199400186538696,0.9752830441,0.2,0.3205409049987793,0.576572994,0.0588235294,0.25936007499694824,0.6619789875,0.15,0.17827820777893066,0.214140395,0.3571428571,0.33867597579956055,0.3236948665,0.125,0.16624689102172852,0.6671243461,0.2,0.17777085304260254,0.922913552,0.2,0.20465683937072754,0.8957713603,0.2
qftentangled_indep_qiskit_50,qftentangled,50,-1,0.0,0.7944293813,-1,0.0,0.8381267674,22.225316047668457,0.0,0.8682198115,-1,-1,-1,-1,-1,-1,26.395216703414917,0.0,0.7953506098,-1,-1,-1,-1,-1,-1,-1,-1,-1,54.69884419441223,0.0,0.8152064451,-1,-1,-1,-1,-1,-1,54.549790143966675,0.0,0.8527500396,-1,-1,-1,-1,-1,-1,-1,-1,-1
groundstate_medium_indep_qiskit_12,groundstate,12,-1,0.2013929628,0.75,-1,0.1844245494,0.75,18.167514085769653,0.0002679154,0.5283446712,3.0763471126556396,0.0066075379,0.5603644647,-1,-1,-1,1.1594469547271729,0.0,0.4943502825,-1,-1,-1,33.53921723365784,0.2878759037,0.75,38.05692195892334,0.6183892171,0.75,14.235798120498657,1.15459e-05,0.5649452269,3.924673080444336,0.0011195289,0.5254237288,-1,-1,-1,15.496073246002197,0.0,0.7264957265,-1,-1,-1,3.306281089782715,0.1674728332,0.75,3.5928802490234375,0.121912798,0.75
dj_indep_qiskit_26,dj,26,-1,0.5901734063,0.0,-1,4.45109e-05,0.4707259953,8.691062927246094,0.1772507362,0.0273972603,0.2854180335998535,0.2491840366,0.0759493671,-1,-1,-1,0.29396581649780273,1.3278e-06,0.0746268657,-1,-1,-1,-1,-1,-1,10.269954681396484,0.8268183447,0.0,1.7542328834533691,0.0874108997,0.3533834586,1.5891661643981934,0.078764955,0.5138121547,-1,-1,-1,1.5888760089874268,0.0,0.2660550459,-1,-1,-1,-1,-1,-1,0.8969640731811523,0.6516228448,0.0
ae_indep_qiskit_8,ae,8,-1,0.5308861525,0.3571428571,-1,0.0225881631,0.5732484076,6.332862138748169,0.2661305646,0.1919191919,5.176087141036987,0.3727162193,0.1546391753,5.906223773956299,0.0002867313,0.2857142857,0.4401061534881592,5.999e-07,0.2413793103,7.772998094558716,0.0822931406,0.3571428571,12.06659483909607,0.5552156288,0.3571428571,7.801112174987793,0.7383627454,0.3571428571,1.7122719287872314,0.0272646559,0.328358209,1.37608003616333,0.1933504054,0.2116788321,1.3662400245666504,1.86414e-05,0.3138686131,1.446655035018921,4e-10,0.2890625,1.060220718383789,0.0337624684,0.3571428571,1.0733530521392822,0.484990601,0.3571428571,1.024120807647705,0.5984927332,0.3571428571
vqe_indep_tket_13,vqe,13,-1,0.755002819,0.4166666667,-1,0.0128465567,0.5886524823,1.7918782234191895,0.433131072,0.4166666667,0.08585786819458008,0.557488835,0.4166666667,-1,-1,-1,1.4384870529174805,0.0076414414,0.4166666667,-1,-1,-1,6.215965032577515,0.7662622268,0.4166666667,12.331611156463623,0.8185897313,0.4166666667,0.8349108695983887,0.5653889098,0.4166666667,0.8056087493896484,0.533660514,0.4166666667,-1,-1,-1,0.8175380229949951,0.0032596794,0.4166666667,-1,-1,-1,0.7689142227172852,0.6872531277,0.4166666667,0.835914134979248,0.6033095519,0.4166666667
realamprandom_indep_qiskit_30,realamprandom,30,-1,5.43e-07,0.9103448276,-1,2.7e-09,0.9103448276,23.180442810058594,0.0,0.8675757576,-1,-1,-1,-1,-1,-1,23.867987155914307,0.0,0.7780418251,-1,-1,-1,-1,-1,-1,157.99691581726074,0.0135133675,0.9103448276,36.44661903381348,0.0,0.7258064516,-1,-1,-1,-1,-1,-1,37.710585832595825,0.0,0.7909774436,-1,-1,-1,-1,-1,-1,38.74649000167847,1.8e-09,0.9103448276
random_indep_tket_3,random,3,-1,0.8214443675,0.0,-1,0.0758065281,0.3658536585,3.4966049194335938,0.8284861542,0.0,0.07177591323852539,0.8354198694,0.0,0.23117685317993164,0.1621300903,0.0,0.11072206497192383,0.1497446718,0.0,0.2485942840576172,0.5351015179,0.0,0.22488188743591309,0.866443654,0.0,0.39504480361938477,0.9111072514,0.0,0.37275195121765137,0.481778162,0.0,0.2654721736907959,0.7403850777,0.0,0.2760636806488037,0.0548210594,0.0,0.37840890884399414,0.021962733,0.0,0.2740321159362793,0.4128301738,0.0,0.28455018997192383,0.8327963695,0.0,0.31395888328552246,0.828511847,0.0
graphstate_indep_tket_12,graphstate,12,-1,0.8489783962,0.5,-1,0.0099627278,0.6701570681,0.09916806221008301,0.5683262721,0.5,0.0387420654296875,0.6202401147,0.5,-1,-1,-1,0.08214306831359863,0.051396303,0.5,-1,-1,-1,6.0225207805633545,0.8843402634,0.5,6.427932977676392,0.9417022697,0.5,0.4539961814880371,0.5711929572,0.5,0.41924095153808594,0.610144299,0.5,-1,-1,-1,0.4467899799346924,0.0289883117,0.5,-1,-1,-1,0.42946624755859375,0.8258624368,0.5,0.4729599952697754,0.7701525373,0.5
pricingcall_indep_tket_5,pricingcall,5,-1,0.5360955876,0.0576923077,-1,0.0118171953,0.3574468085,0.20646405220031738,0.1704789492,0.0857142857,0.18910598754882812,0.425095381,0.0857142857,0.7509980201721191,0.0015297327,0.0857142857,0.3086521625518799,1.31899e-05,0.0882352941,1.058642864227295,0.1218999813,0.0652173913,4.349642992019653,0.6173184968,0.0652173913,4.310821294784546,0.7669888696,0.06,0.9336769580841064,0.3220950219,0.0365853659,0.8704738616943359,0.3845756176,0.0365853659,0.9330880641937256,0.0004077706,0.0759493671,1.1053979396820068,4.962e-07,0.1194029851,0.8733429908752441,0.0489744955,0.0652173913,0.8862080574035645,0.5325919534,0.0652173913,1.0592458248138428,0.5302416186,0.0571428571
qftentangled_indep_tket_6,qftentangled,6,-1,0.6046576401,0.4772727273,-1,0.006856498,0.5,0.13678407669067383,0.2164379767,0.2777777778,0.12446069717407227,0.5162149949,0.2777777778,0.8900461196899414,0.0005006685,0.265060241,0.23134303092956543,4.952e-07,0.35,5.687237024307251,0.1471299884,0.4772727273,5.7359700202941895,0.6346490039,0.4772727273,11.174007177352905,0.7708492579,0.4772727273,1.0314807891845703,0.3827675001,0.2676056338,0.8310730457305908,0.5271504649,0.2676056338,0.8363680839538574,0.0011012386,0.3116883117,1.047499179840088,3.6e-08,0.2258064516,0.8069629669189453,0.113228167,0.4285714286,0.8220078945159912,0.6303261121,0.4285714286,0.7681090831756592,0.677561612,0.45
qftentangled_indep_qiskit_11,qftentangled,11,-1,0.2166236276,0.6666666667,-1,5.0742e-06,0.6957186544,0.4248478412628174,0.0024977077,0.4699646643,0.42171406745910645,0.0546462564,0.4668989547,-1,-1,-1,0.8145279884338379,0.0,0.4110671937,0.22476792335510254,0.00310516,0.6814814815,35.87364721298218,0.2518366209,0.6814814815,30.388062000274658,0.4719976214,0.6814814815,16.262822151184082,0.0005791877,0.4583333333,3.9189610481262207,0.0218712739,0.4930555556,-1,-1,-1,16.26939082145691,0.0,0.5296296296,2.564068078994751,0.0006676278,0.6666666667,2.580361843109131,0.2104726363,0.6666666667,2.273768186569214,0.3061171473,0.6769230769
qnn_indep_tket_3,qnn,3,-1,0.8478909391,0.0,-1,0.3762689152,0.3,0.07069802284240723,0.4888850404,0.0,0.05594992637634277,0.7840727363,0.0,0.23647499084472656,0.1448142526,0.0,0.11210298538208008,0.0375060113,0.0,0.05381321907043457,0.5493086789,0.0,0.2084190845489502,0.8699170656,0.0,0.386354923248291,0.9221174852,0.0,0.3395566940307617,0.3841482809,0.0,0.22682714462280273,0.6888255349,0.0,0.22880911827087402,0.0932274986,0.0,0.3289940357208252,0.0539832032,0.0,0.2194521427154541,0.4339043063,0.0,0.23353815078735352,0.8391510099,0.0,0.27112913131713867,0.8640737864,0.0
